host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
1.0,8,6,37.75053585902327,-122.44224921920963,0,0,6.0,2.0,2.0,3.0,0,30.0,62.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,25.0
3.0,16,3,37.789175938581636,-122.44189999033247,1,1,2.0,1.0,1.0,1.0,0,3.0,40.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,174.0
2.0,16,3,37.790755951409274,-122.4430549987056,0,0,3.0,1.0,2.0,2.0,0,2.0,44.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,375.0
68.0,6,5,37.78726597204209,-122.41061904050005,0,0,4.0,1.0,0.0,2.0,0,2.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,180.0
68.0,6,5,37.788192506579826,-122.40949908401124,0,0,4.0,1.0,0.0,2.0,0,2.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
68.0,6,5,37.788966306541155,-122.4100157092808,0,0,4.0,1.0,0.0,2.0,0,2.0,4.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
4.0,18,10,37.778706701877354,-122.46005732255622,0,0,6.0,1.0,2.0,3.0,0,1.0,124.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
1.0,4,1,37.755611398267675,-122.41021821689789,0,0,2.0,1.0,1.0,2.0,0,3.0,11.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,142.0
1.0,4,1,37.75244678995408,-122.407056367436,0,0,6.0,2.0,2.0,2.0,0,2.0,28.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,251.0
2.0,23,15,37.72988172206914,-122.40042324236006,1,1,3.0,1.0,1.0,1.0,0,1.0,173.0,89.0,9.0,10.0,10.0,9.0,8.0,9.0,62.0
1.0,0,6,37.76919932465073,-122.43530612512453,0,1,2.0,1.0,1.0,1.0,0,1.0,310.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1.0,13,13,37.734906905611595,-122.4297651282602,1,0,8.0,4.5,4.0,5.0,0,3.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,445.0
5.0,0,0,37.772909879549495,-122.43641454793568,6,1,2.0,1.0,1.0,1.0,4,1.0,6.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,650.0
1.0,8,7,37.74389699038349,-122.4254731033159,1,1,1.0,1.0,1.0,1.0,0,1.0,110.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,72.0
7.0,29,17,37.753930233523484,-122.49460535467338,1,1,2.0,1.0,1.0,1.0,0,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
1.0,27,21,37.736897061529156,-122.50092917328536,1,0,6.0,2.0,3.0,3.0,0,1.0,25.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,164.0
2.0,14,7,37.752914114261955,-122.45217383788736,1,0,8.0,3.0,5.0,5.0,0,2.0,17.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,595.0
4.0,9,8,37.77301326591141,-122.50108614649933,1,1,2.0,1.0,1.0,1.0,0,2.0,104.0,94.0,10.0,10.0,10.0,9.0,9.0,9.0,100.0
2.0,8,7,37.748587427968836,-122.43379570498232,1,0,7.0,3.0,4.0,4.0,0,5.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,800.0
4.0,9,8,37.773402603645444,-122.5026809868473,1,1,2.0,1.0,1.0,1.0,0,2.0,55.0,93.0,10.0,10.0,10.0,9.0,9.0,9.0,100.0
1.0,25,17,37.76136062081842,-122.46349991708087,0,0,2.0,1.0,0.0,1.0,0,2.0,87.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,122.0
4.0,9,8,37.77240745761126,-122.50168706018815,1,1,2.0,1.0,1.0,1.0,0,2.0,67.0,94.0,10.0,10.0,10.0,9.0,9.0,9.0,100.0
36.0,6,5,37.779814649837256,-122.42189513924258,0,0,2.0,1.0,1.0,1.0,0,1.0,43.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
3.0,4,1,37.75727525438632,-122.40848882925955,0,1,2.0,1.0,1.0,1.0,0,4.0,70.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
3.0,10,9,37.80210559234673,-122.40707716015471,0,1,2.0,1.0,1.0,1.0,0,30.0,35.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
1.0,29,21,37.74556431486903,-122.50802102582878,0,1,2.0,1.0,1.0,1.0,0,30.0,46.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
2.0,4,1,37.75740920765607,-122.4079600485598,0,1,2.0,1.5,1.0,1.0,0,5.0,92.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,103.0
2.0,2,0,37.769303362710126,-122.45139747732715,6,1,2.0,1.5,1.0,1.0,1,3.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2.0,31,25,37.72061709253311,-122.4670644280152,1,1,1.0,1.0,1.0,1.0,3,30.0,2.0,90.0,10.0,9.0,10.0,10.0,9.0,7.0,50.0
68.0,6,5,37.78696648067203,-122.40960872775327,0,0,4.0,1.0,0.0,2.0,0,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
68.0,6,5,37.78848216806473,-122.41060120608707,0,0,4.0,1.0,0.0,2.0,0,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
2.0,1,1,37.74315476788047,-122.42259852130975,0,1,2.0,1.0,1.0,1.0,0,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
2.0,0,3,37.783293908995496,-122.44517539663218,12,0,2.0,1.5,2.0,1.0,0,6.0,28.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,269.0
3.0,16,11,37.789743814804744,-122.42919430662889,0,0,5.0,1.0,2.0,2.0,0,1.0,64.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,358.0
2.0,2,0,37.76970269797365,-122.45234141889661,0,1,1.0,1.0,1.0,1.0,0,4.0,57.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
1.0,1,1,37.74647857212585,-122.41696942177092,1,1,8.0,2.0,2.0,4.0,0,30.0,118.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
2.0,1,1,37.73227503760136,-122.41495034616825,2,1,2.0,1.0,1.0,1.0,0,1.0,164.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
1.0,4,1,37.763539808013604,-122.425240927631,1,1,2.0,1.0,1.0,1.0,0,2.0,77.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
3.0,4,1,37.75566324935603,-122.41860425712501,1,1,2.0,1.0,1.0,1.0,0,2.0,69.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
1.0,12,11,37.79291263108335,-122.41543930947034,0,0,2.0,1.0,0.0,1.0,0,8.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
1.0,2,0,37.76690584720033,-122.45125410416915,0,0,2.0,1.0,1.0,1.0,0,30.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
1.0,1,1,37.7472947626526,-122.41999067990989,0,1,2.0,1.0,1.0,1.0,0,6.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0
1.0,12,11,37.791497940784176,-122.4149906321071,0,0,2.0,1.0,0.0,1.0,0,85.0,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
1.0,18,10,37.775982071721465,-122.45660627437366,1,1,3.0,1.0,1.0,1.0,0,4.0,63.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
3.0,16,3,37.78800536697598,-122.44228231173125,1,1,4.0,1.0,2.0,2.0,0,3.0,29.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,286.0
1.0,1,1,37.744777543047626,-122.42141240605494,0,0,8.0,2.0,4.0,4.0,0,30.0,84.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,275.0
2.0,3,7,37.73226891662387,-122.44218183372168,0,0,4.0,1.5,2.0,3.0,1,1.0,51.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,3,13,37.72770560206225,-122.44014941270316,0,0,5.0,2.0,3.0,3.0,0,3.0,11.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,375.0
1.0,6,5,37.77799505822137,-122.4227099264633,19,1,2.0,1.0,1.0,1.0,0,2.0,5.0,90.0,10.0,10.0,10.0,10.0,9.0,10.0,144.0
1.0,19,22,37.72841144070336,-122.41162977284738,11,0,3.0,1.0,1.0,1.0,0,1.0,261.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,0,3,37.788950882368205,-122.43186190933375,11,1,2.0,1.0,1.0,2.0,0,2.0,38.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,154.0
1.0,31,13,37.71742087168353,-122.45176616685818,0,0,2.0,1.0,0.0,1.0,0,1.0,70.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,174.0
2.0,27,21,37.74228491648023,-122.50334611554321,1,0,8.0,1.0,2.0,3.0,0,1.0,136.0,90.0,9.0,10.0,10.0,10.0,9.0,9.0,210.0
77.0,24,16,37.79169856975261,-122.40735170831788,17,1,2.0,1.0,0.0,1.0,0,1.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,290.0
1.0,14,7,37.75258505697567,-122.44497691233948,0,0,5.0,2.0,2.0,2.0,0,4.0,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,550.0
1.0,1,1,37.744300402809756,-122.42074111229935,1,1,2.0,1.0,1.0,1.0,0,2.0,84.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,121.0
2.0,8,6,37.74934509220556,-122.42837937744201,5,0,2.0,1.0,0.0,2.0,0,4.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
1.0,22,2,37.72876534183578,-122.46142648623686,0,0,4.0,1.0,1.0,3.0,0,3.0,56.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,99.0
1.0,18,10,37.774215329393314,-122.46773239051605,5,0,3.0,1.0,1.0,1.0,0,3.0,129.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
2.0,0,0,37.778615628455185,-122.43220901574655,0,0,6.0,2.0,3.0,4.0,0,3.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,550.0
2.0,14,6,37.75715574432344,-122.44557329672816,3,1,4.0,1.0,1.0,2.0,0,2.0,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1.0,12,9,37.79428449642518,-122.41336303390972,0,0,4.0,1.0,2.0,2.0,0,30.0,2.0,100.0,10.0,10.0,10.0,9.0,10.0,9.0,175.0
2.0,8,7,37.74687267687335,-122.42839689917503,1,1,2.0,1.0,1.0,1.0,0,1.0,203.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
2.0,31,13,37.71838595522076,-122.45232205191,1,0,2.0,1.0,1.0,1.0,0,1.0,31.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,115.0
1.0,5,4,37.75371107905221,-122.39875820406878,6,0,4.0,2.0,2.0,2.0,0,3.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
2.0,0,0,37.776581340408285,-122.43663165041701,0,0,8.0,2.0,4.0,5.0,0,1.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,700.0
1.0,17,11,37.80658191592835,-122.41986389939943,0,0,4.0,2.0,2.0,2.0,0,2.0,36.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
36.0,8,6,37.753625943477445,-122.43002442020398,1,1,2.0,1.0,1.0,3.0,0,30.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,76.0
1.0,4,1,37.760666235125164,-122.42463740385907,0,0,4.0,2.0,2.0,2.0,0,3.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2.0,8,7,37.74571002721924,-122.43021630348053,1,1,2.0,1.0,1.0,1.0,0,1.0,68.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
1.0,2,0,37.76721709777691,-122.45010839588527,1,1,2.0,1.0,2.0,3.0,0,1.0,130.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
3.0,8,6,37.749200708714135,-122.44064426211506,6,0,8.0,2.0,3.0,3.0,0,2.0,20.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,650.0
3.0,8,6,37.75077637338713,-122.44270357510955,6,1,2.0,1.0,1.0,1.0,0,1.0,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0
1.0,32,25,37.73351615726052,-122.4822822564842,1,1,4.0,1.0,1.0,1.0,0,2.0,99.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,64.0
2.0,4,1,37.751350093828876,-122.4235024289106,6,1,2.0,1.0,1.0,1.0,0,7.0,24.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
1.0,0,0,37.77337299668144,-122.4352942284806,0,0,7.0,2.0,4.0,4.0,0,3.0,26.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,750.0
1.0,0,3,37.778389418077566,-122.4433692001296,0,0,3.0,1.0,1.0,2.0,0,3.0,78.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
1.0,0,11,37.78562556303959,-122.42593661055616,0,0,4.0,2.0,2.0,2.0,0,4.0,15.0,97.0,10.0,10.0,9.0,10.0,9.0,10.0,279.0
22.0,10,9,37.798732052730394,-122.40407963861978,4,1,2.0,0.0,1.0,1.0,0,1.0,28.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,95.0
22.0,10,9,37.79933921586164,-122.40609438464031,4,1,2.0,0.0,1.0,1.0,0,1.0,21.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
22.0,10,9,37.79913609136843,-122.40443634525752,4,1,3.0,0.0,1.0,2.0,0,1.0,49.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,99.0
1.0,10,9,37.79856344695637,-122.40428679829157,0,0,3.0,1.0,1.0,1.0,0,2.0,30.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0
1.0,0,3,37.788860666814145,-122.43241183948562,0,0,2.0,1.0,0.0,1.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,425.0
1.0,1,1,37.74235743233394,-122.41678767851806,1,1,2.0,1.0,1.0,1.0,0,2.0,56.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,95.0
1.0,4,12,37.767645281454286,-122.4239504898658,0,1,1.0,1.0,1.0,1.0,0,1.0,28.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
8.0,6,11,37.78630459947989,-122.41628861965987,0,1,2.0,1.0,1.0,1.0,0,1.0,216.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,69.0
1.0,4,1,37.75072511128996,-122.41492748700469,0,1,2.0,1.0,1.0,1.0,0,1.0,157.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,109.0
3.0,16,11,37.79099675337599,-122.42775491302945,0,1,1.0,1.0,1.0,1.0,0,1.0,24.0,93.0,10.0,10.0,9.0,9.0,9.0,9.0,91.0
36.0,8,6,37.75256736458443,-122.4296461845503,0,2,3.0,2.0,1.0,3.0,0,30.0,5.0,92.0,9.0,9.0,9.0,9.0,10.0,8.0,59.0
36.0,8,6,37.754211144653134,-122.4303822652656,1,1,2.0,2.0,1.0,1.0,0,30.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,63.0
2.0,18,10,37.77902558592721,-122.46585422151706,0,0,7.0,1.0,1.0,4.0,0,1.0,92.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,300.0
1.0,4,1,37.75719642825849,-122.42362247715891,1,1,1.0,1.0,1.0,1.0,1,1.0,52.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,129.0
7.0,26,11,37.80319428870389,-122.42565548980474,1,0,4.0,1.5,3.0,3.0,0,30.0,5.0,80.0,9.0,9.0,10.0,10.0,10.0,9.0,212.0
2.0,24,16,37.795763392781105,-122.40737678778746,0,0,4.0,1.5,2.0,2.0,0,1.0,106.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,349.0
2.0,8,1,37.74936681137381,-122.42508697003694,0,0,4.0,1.0,2.0,2.0,1,2.0,17.0,93.0,9.0,8.0,10.0,10.0,10.0,9.0,168.0
1.0,29,17,37.76394785106795,-122.49962860735471,0,0,2.0,1.0,1.0,1.0,0,3.0,35.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
1.0,9,8,37.78257988536798,-122.48655083769678,12,0,2.0,1.0,1.0,1.0,0,30.0,9.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,139.0
5.0,0,0,37.7729663967347,-122.43689932737624,6,1,2.0,1.0,1.0,1.0,0,1.0,107.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,125.0
1.0,1,1,37.74438773362676,-122.40670189434543,1,0,7.0,3.5,3.0,3.0,0,3.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
1.0,7,6,37.758956621055354,-122.43380255888299,0,0,4.0,3.0,2.0,2.0,0,30.0,1.0,100.0,10.0,6.0,10.0,10.0,10.0,10.0,199.0
1.0,15,12,37.78113035299497,-122.40812393403021,12,1,2.0,1.5,1.0,1.0,0,1.0,205.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,199.0
1.0,27,21,37.74762441356345,-122.4750992067926,0,0,12.0,2.0,3.0,6.0,0,2.0,102.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,395.0
2.0,16,11,37.793787058194354,-122.42464074735362,0,0,6.0,2.0,2.0,3.0,0,5.0,53.0,90.0,9.0,8.0,10.0,10.0,10.0,9.0,235.0
9.0,6,11,37.78781406546655,-122.41637342159865,10,1,2.0,0.5,1.0,1.0,0,2.0,34.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,85.0
1.0,0,0,37.777176104033074,-122.4309093371864,0,1,1.0,3.0,1.0,1.0,0,30.0,6.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,60.0
1.0,15,12,37.77510714374334,-122.40883150943554,1,1,2.0,1.0,1.0,1.0,0,2.0,97.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,19,13,37.71987221295741,-122.43017701938813,0,0,5.0,1.0,1.0,3.0,0,3.0,77.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0
15.0,3,13,37.72648595358572,-122.43508731814013,0,1,2.0,1.0,1.0,1.0,0,5.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,49.0
2.0,8,7,37.743827646753275,-122.4320501696703,3,0,2.0,1.0,0.0,1.0,0,1.0,217.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
2.0,16,3,37.79356133259561,-122.43659985410399,0,0,4.0,1.0,1.0,2.0,0,29.0,14.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0
1.0,7,6,37.76423616346543,-122.4275862578424,0,0,4.0,1.5,2.0,2.0,0,4.0,39.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,425.0
1.0,31,25,37.72090818758098,-122.46372084447765,1,0,5.0,1.0,2.0,4.0,0,3.0,6.0,93.0,10.0,9.0,9.0,9.0,10.0,9.0,145.0
6.0,4,1,37.761077028144314,-122.40851192510065,0,1,2.0,1.5,1.0,1.0,0,31.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
1.0,29,17,37.76136997228394,-122.50359284885894,0,0,4.0,1.0,1.0,1.0,0,1.0,192.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
1.0,16,3,37.79077150455479,-122.43973265393345,3,0,2.0,1.0,1.0,1.0,0,3.0,29.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
3.0,19,22,37.72933089063872,-122.42159731952515,1,1,2.0,1.0,1.0,1.0,0,1.0,20.0,94.0,10.0,9.0,10.0,10.0,9.0,10.0,75.0
1.0,6,5,37.78707008919924,-122.41197048994749,0,0,2.0,1.0,0.0,1.0,0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
45.0,4,12,37.76676462000269,-122.41921213221657,6,0,2.0,1.0,1.0,1.0,0,30.0,8.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,150.0
1.0,8,6,37.75297328116181,-122.43557829976659,0,1,1.0,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
1.0,3,7,37.73085412135479,-122.43903247356491,1,0,5.0,1.0,2.0,2.0,0,2.0,24.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
1.0,2,0,37.774202296720674,-122.44889751174115,0,0,2.0,1.0,1.0,1.0,0,1.0,62.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,185.0
1.0,12,11,37.791010411853264,-122.41413473481529,0,0,3.0,1.0,1.0,1.0,0,3.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
1.0,8,6,37.753625940771606,-122.42696366570672,2,1,1.0,1.0,1.0,1.0,0,1.0,31.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,85.0
1.0,15,12,37.77425910452609,-122.40191779151421,0,0,4.0,1.0,2.0,2.0,0,2.0,138.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,275.0
3.0,0,0,37.76952730787356,-122.43010868540506,0,0,6.0,2.0,3.0,4.0,0,3.0,2.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,275.0
4.0,4,1,37.75080903850542,-122.41637470630225,1,0,12.0,4.0,4.0,5.0,0,1.0,32.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,599.0
1.0,25,0,37.76162511743456,-122.45213425972294,1,0,6.0,2.0,3.0,4.0,0,2.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
1.0,17,11,37.7992104699612,-122.42247997967932,1,0,5.0,1.0,3.0,3.0,0,30.0,84.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,217.0
1.0,4,1,37.75206556948697,-122.4220244795324,1,1,1.0,1.0,1.0,1.0,0,4.0,22.0,89.0,9.0,8.0,9.0,10.0,9.0,9.0,49.0
3.0,4,1,37.755844838934685,-122.40876945302814,0,0,4.0,1.0,2.0,2.0,0,2.0,14.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
1.0,4,1,37.7587859161925,-122.4077605736348,0,0,4.0,1.5,2.0,2.0,0,3.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2.0,19,22,37.72530881255749,-122.4062511973547,1,1,2.0,1.0,1.0,1.0,0,2.0,15.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1.0,18,10,37.78664562879108,-122.45958844961379,0,0,2.0,1.0,1.0,1.0,0,2.0,60.0,92.0,10.0,10.0,9.0,9.0,10.0,10.0,150.0
4.0,1,1,37.73963862463334,-122.41048862970831,1,1,2.0,2.0,1.0,1.0,0,31.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,104.0
8.0,3,13,37.72375447931871,-122.43922291721982,1,1,1.0,1.0,1.0,1.0,0,1.0,40.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0
8.0,3,13,37.72373321458262,-122.43997034376588,1,1,1.0,1.0,1.0,1.0,0,1.0,73.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
2.0,15,12,37.77568021257559,-122.41076337862896,0,0,5.0,2.0,2.0,2.0,0,30.0,26.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,325.0
2.0,2,0,37.761225011563475,-122.45095045684884,0,0,2.0,1.0,1.0,1.0,0,2.0,29.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,8,6,37.753702164578996,-122.4275946820242,6,0,6.0,1.0,3.0,6.0,0,30.0,25.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,340.0
1.0,1,13,37.73285587207228,-122.42863108969831,0,0,2.0,1.0,1.0,1.0,0,3.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
1.0,14,6,37.75762092523846,-122.44424874280881,1,0,6.0,2.0,3.0,3.0,0,2.0,42.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,475.0
1.0,4,1,37.76470293485915,-122.42219732525211,0,0,2.0,1.0,1.0,1.0,0,1.0,152.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
1.0,14,6,37.75568747201317,-122.44121836326481,0,1,2.0,1.0,1.0,1.0,0,31.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
5.0,0,5,37.773172099887226,-122.42754124347312,0,1,4.0,1.0,1.0,2.0,0,1.0,71.0,94.0,9.0,10.0,10.0,10.0,9.0,9.0,100.0
6.0,23,22,37.71277012205971,-122.39591494833536,2,1,3.0,1.0,1.0,1.0,0,30.0,29.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,75.0
1.0,22,2,37.73410176443652,-122.4487630551944,1,0,7.0,2.0,3.0,6.0,0,3.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,299.0
1.0,25,17,37.764032887846355,-122.46802731210548,0,0,4.0,1.0,1.0,1.0,0,3.0,166.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0
1.0,4,1,37.75318835082284,-122.4150925208719,0,1,3.0,1.5,1.0,1.0,0,3.0,49.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,133.0
1.0,12,11,37.7931524051875,-122.41560711940039,0,1,1.0,1.0,1.0,1.0,0,30.0,130.0,87.0,9.0,8.0,9.0,9.0,9.0,9.0,79.0
2.0,2,0,37.764827088189605,-122.45131405855948,0,0,6.0,2.0,3.0,3.0,0,2.0,12.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,400.0
1.0,8,6,37.75297547646559,-122.43957339864271,6,0,3.0,1.0,1.0,1.0,0,30.0,33.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,175.0
1.0,0,3,37.78508550652572,-122.44297502127932,0,0,5.0,1.0,2.0,2.0,0,3.0,46.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
1.0,2,0,37.76719265642213,-122.44823796238622,0,0,4.0,2.0,2.0,2.0,0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,215.0
4.0,6,5,37.78876772568673,-122.40830216208664,17,1,2.0,1.0,1.0,1.0,0,5.0,43.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
3.0,7,6,37.762228785883764,-122.43000017908236,0,1,2.0,2.0,1.0,1.0,0,2.0,75.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1.0,0,5,37.77477241020556,-122.42511563230984,0,0,2.0,1.0,1.0,1.0,0,3.0,51.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
4.0,6,5,37.789091558070766,-122.40993367018474,17,1,2.0,1.0,1.0,2.0,0,3.0,45.0,95.0,9.0,9.0,9.0,10.0,10.0,10.0,125.0
1.0,15,23,37.78359751241085,-122.3986210123256,6,0,4.0,2.0,2.0,2.0,0,31.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,349.0
5.0,7,6,37.761678827912526,-122.42963199456814,0,0,2.0,1.0,1.0,1.0,0,30.0,18.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0
